document_id,review_title,review_url,product_name,flavor_a,flavor_b,pair_key,sentence,matched_categories,matched_terms,matched_negated_categories,matched_negated_terms,is_same_sentence_pair,has_explicit_mix_expression,explicit_mix_text,is_template_sentence,template_pattern,has_positive_expression,has_negative_expression,has_taste_role_explanation,role_detection_rule,role_action_term,role_effect_term,is_product_name_derived,is_parent_child_pair,parent_child_reason
R0056,MALAKI – Bitter Sweet(ビタースイート),https://cloud-jp.net/malaki-bittersweet/,MALAKI – Bitter Sweet(ビタースイート),グアバ,グレープフルーツ,グアバ||グレープフルーツ,・ビタースイート×グアバ×パッションフルーツ – 南国系のフルーツミックスにちょい足しです。,taste:bitterness|taste:sweetness,スイート|ビター,,,False,False,,False,,False,False,False,,,,False,False,
R0127,DOZAJ – Grapefruit(グレープフルーツ)レビュー,https://cloud-jp.net/dozaj-grapefruit/,DOZAJ – Grapefruit(グレープフルーツ)レビュー,グアバ,グレープフルーツ,グアバ||グレープフルーツ,Grapefruitとしての完成度はかなり高いので、単品でもオススメできますがミックスをするなら、グアバやレモンがはずれないですね。,,,,,True,False,,False,,False,False,False,,,,False,False,
R0149,DOZAJ – Two Apple(トゥーアップル)レビュー,https://cloud-jp.net/dozaj-twoapple/,DOZAJ – Two Apple(トゥーアップル)レビュー,グアバ,グレープフルーツ,グアバ||グレープフルーツ,慣れてない方やTwo Appleをアクセントとして使いたい場合にはグレープフルーツやグアバ、ペアーあたりが良いのではないでしょうか。,,,evaluation:positive,良い,True,False,,False,,False,True,False,,,,False,False,
R0195,Al Fakher Grenadine(グレナデン)レビュー,https://cloud-jp.net/alfakher-grenadine-review/,Al Fakher Grenadine(グレナデン)レビュー,グアバ,グレープフルーツ,グアバ||グレープフルーツ,グアバやレモン、グレープフルーツ、オレンジ、ベリー系などとミックスすれば間違いなしです。,,,,,True,False,,False,,False,False,False,,,,False,False,
R0143,DOZAJ – Black Currant(ブラックカラント)レビュー,https://cloud-jp.net/dozaj-blackcurrant/,DOZAJ – Black Currant(ブラックカラント)レビュー,オレンジ,レモン,オレンジ||レモン,カシスのフレーバーであるため、最初に思いつくのはオレンジとミックスしてカシスオレンジ風ミックスですね。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0143,DOZAJ – Black Currant(ブラックカラント)レビュー,https://cloud-jp.net/dozaj-blackcurrant/,DOZAJ – Black Currant(ブラックカラント)レビュー,オレンジ,レモン,オレンジ||レモン,フルーツ系はプラム、レモン、ザクロあたりが間違いないんじゃないかと思います。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0195,Al Fakher Grenadine(グレナデン)レビュー,https://cloud-jp.net/alfakher-grenadine-review/,Al Fakher Grenadine(グレナデン)レビュー,オレンジ,レモン,オレンジ||レモン,グアバやレモン、グレープフルーツ、オレンジ、ベリー系などとミックスすれば間違いなしです。,,,,,True,True,レモン、グレープフルーツ、オレンジ、ベリー系などとミックス,False,,False,False,False,,,,False,False,
R0201,Social Smoke TangerineRush(タンジェリンラッシュ)レビュー,https://cloud-jp.net/socialsmoke-tangerinerush-review/,Social Smoke TangerineRush(タンジェリンラッシュ)レビュー,オレンジ,レモン,オレンジ||レモン,SSのオレンジよりも、柑橘系の甘さがより前に出ていると感じられます。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0201,Social Smoke TangerineRush(タンジェリンラッシュ)レビュー,https://cloud-jp.net/socialsmoke-tangerinerush-review/,Social Smoke TangerineRush(タンジェリンラッシュ)レビュー,オレンジ,レモン,オレンジ||レモン,Social Smoke のタンジェリンラッシュは、レモンやグレープフルーツなどの柑橘系はもちろんミントやマウンテンフォグなどもおすすめです。,evaluation:positive,おすすめ,,,False,False,,False,,True,False,False,,,,False,False,
R0215,TRIFECTA Twice the Ice Xレビュー,https://cloud-jp.net/trifecta-twicetheicex-review/,TRIFECTA Twice the Ice Xレビュー,オレンジ,レモン,オレンジ||レモン,TRIFECTA Twice the Ice Xを使ったMIXにはレモンやグレープフルーツ、オレンジなどの柑橘系はバッチリです。,,,,,True,False,,False,,False,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ミント,ライチ,ミント||ライチ,MALAKI – Grape Mint(グレープミント)の特徴,,,,,False,False,,True,^[^。！？!?]*の特徴$,False,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ミント,ライチ,ミント||ライチ,MALAKI – Grape Mint(グレープミント)のおすすめミックス,evaluation:positive,おすすめ,,,False,False,,True,^[^。！？!?]*おすすめ(?:の)?ミックス(?:・組み合わせ)?$,True,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ミント,ライチ,ミント||ライチ,名前の通り、グレープとミントのミックスフレーバーです。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ミント,ライチ,ミント||ライチ,ミントはマラキのミントミックスフレーバー同様、清涼感も感じられつつミントの香りもしっかりと立っている印象を受けます。,experience:aroma|experience:coolness,清涼感|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ミント,ライチ,ミント||ライチ,全体として、グレープとミントのバランスが非常に良く、単体でも十分に楽しめます。,experience:balance,バランス,,,False,False,,False,,False,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ミント,ライチ,ミント||ライチ,瑞々しいグレープの甘さとミントの清涼感を生かすミックスを考えてみました。,experience:coolness,清涼感,,,False,False,,False,,False,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ミント,ライチ,ミント||ライチ,・グレープミント×ジャスミン×ライチ – 華やかな香りを楽しむミックスです。,experience:aroma,香り,,,False,False,,False,,False,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ミント,ライチ,ミント||ライチ,ジャスミンの香りとライチ・グレープミントの爽やかな甘さが非常によく合います。,experience:aroma|experience:coolness,爽やか|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ミント,ライチ,ミント||ライチ,MALAKI – Grape Mint(グレープミント)はCLOUD SHOPにてご購入いただけます！,,,,,False,False,,True,CLOUD SHOPにてご購入いただけます,False,False,False,,,,False,False,
R0061,MALAKI – Mojito(モヒート),https://cloud-jp.net/malaki-mojito/,MALAKI – Mojito(モヒート),ミント,ライチ,ミント||ライチ,ミントの部分に関しては、ミントはマラキのミントミックスフレーバー同様、清涼感も感じられつつミントの香りもしっかりと立っている印象を受けます。,experience:aroma|experience:coolness,清涼感|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0061,MALAKI – Mojito(モヒート),https://cloud-jp.net/malaki-mojito/,MALAKI – Mojito(モヒート),ミント,ライチ,ミント||ライチ,・モヒート×スイカ×ライチ – 甘スッキリフルーツとのミックスがモヒートとの相性抜群です。,experience:balance,相性,,,False,False,,False,,False,False,False,,,,False,False,
R0064,MALAKI – Mint(ミント),https://cloud-jp.net/malaki-mint/,MALAKI – Mint(ミント),ミント,ライチ,ミント||ライチ,・ミント×レモン×ライチ – ミントの幅の広さを考え、あえて王道に近いミックスを選びました。,,,,,True,False,,False,,False,False,False,,,,False,False,
R0097,Tabu – Pomelo(ポメロ)レビュー,https://cloud-jp.net/tabu-pomelo/,Tabu – Pomelo(ポメロ)レビュー,ミント,ライチ,ミント||ライチ,Tabuのポメロは、単体でも甘味、酸味、苦味を感じることのできるバランスの取れた完成度の高いフレーバーなので、単体やミントとのミックスがオススメです。,experience:balance|taste:acidity|taste:bitterness,バランス|苦味|酸味,,,False,False,,False,,False,False,False,,,,False,False,
R0097,Tabu – Pomelo(ポメロ)レビュー,https://cloud-jp.net/tabu-pomelo/,Tabu – Pomelo(ポメロ)レビュー,ミント,ライチ,ミント||ライチ,それ以外のミックスでは、buta taigaやボムシェルなどの香木系フレーバーとミックスして爽やかで上品な味わいのミックスにしたり、ライチやグレープフルーツ、パンションフルーツなどトミックスしてフルーツジューシーミックスにしたりするのもオススメです。,experience:coolness|taste:fruity,ジューシー|爽やか,,,False,False,,False,,False,False,False,,,,False,False,
R0061,MALAKI – Mojito(モヒート),https://cloud-jp.net/malaki-mojito/,MALAKI – Mojito(モヒート),ミント,ライム,ミント||ライム,ライムの皮の苦味やモヒートらしいハーブのような香りが清涼感の中にぼんやりと感じられます。,experience:aroma|experience:coolness|taste:bitterness,清涼感|苦味|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0061,MALAKI – Mojito(モヒート),https://cloud-jp.net/malaki-mojito/,MALAKI – Mojito(モヒート),ミント,ライム,ミント||ライム,ミントの部分に関しては、ミントはマラキのミントミックスフレーバー同様、清涼感も感じられつつミントの香りもしっかりと立っている印象を受けます。,experience:aroma|experience:coolness,清涼感|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0061,MALAKI – Mojito(モヒート),https://cloud-jp.net/malaki-mojito/,MALAKI – Mojito(モヒート),ミント,ライム,ミント||ライム,モヒートの清涼感とハーブやライムのような香りを生かしたミックスを考えてみました。,experience:aroma|experience:coolness,清涼感|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0061,MALAKI – Mojito(モヒート),https://cloud-jp.net/malaki-mojito/,MALAKI – Mojito(モヒート),ミント,ライム,ミント||ライム,・モヒート×マウンテンフォグ×レモン – 同系統のミックスで、ライムやレモンとの相性が非常に良いです。,evaluation:positive|experience:balance,相性|良い,,,False,False,,False,,True,False,False,,,,False,False,
R0070,DOZAJ – Grape(グレープ)レビュー,https://cloud-jp.net/dozaj-grape/,DOZAJ – Grape(グレープ)レビュー,ミント,ライム,ミント||ライム,・グレープ×ライム×ミント – スッキリとグレープを楽しみたい方に向けたミックス。,,,,,True,True,ライム×ミント,False,,False,False,False,,,,False,False,
R0170,旬-SHUN- LEMON,https://cloud-jp.net/shun-lemon/,旬-SHUN- LEMON,ミント,ライム,ミント||ライム,・【旬-SHUN-】 LEMON(30%)　＋　【旬-SHUN-】MINT(30%) ＋　【AZURE】LIME(40%),,,,,True,False,,False,,False,False,False,,,,False,False,
R0209,Social Smoke Grape Chill(グレープチル)レビュー,https://cloud-jp.net/socialsmoke-grapechill-review/,Social Smoke Grape Chill(グレープチル)レビュー,ミント,ライム,ミント||ライム,ミントの清涼感も加わってまさにファンタグレープのような味に仕上がっています。,experience:coolness,清涼感,,,False,False,,False,,False,False,False,,,,False,False,
